state_id,seed,branch,step,regime,index,episode_seed,query_index,S0_nll,S0_accuracy,S1_nll,S1_accuracy,S2_nll,S2_accuracy,S3_nll,S3_accuracy,S2_inner_loss_before,S2_inner_loss_after,S2_inner_gradient_norm,S2_chosen_eta,S2_backtracking_trials,S2_step_accepted,S2_armijo_rhs,S2_residual_norm,S2_normalized_residual_norm,S2_attention_entropy,S2_effective_token_count,S2_zero_initialization,S2_all_finite,S2_vocabulary_residual_difference,S2_query_isolation_exact,S2_replay_image_vocabulary_reset_exact,S3_inner_loss_before,S3_inner_loss_after,S3_inner_gradient_norm,S3_chosen_eta,S3_backtracking_trials,S3_step_accepted,S3_armijo_rhs,S3_residual_norm,S3_normalized_residual_norm,S3_attention_entropy,S3_effective_token_count,S3_zero_initialization,S3_all_finite,S3_vocabulary_residual_difference,S3_query_isolation_exact,S3_replay_image_vocabulary_reset_exact
seed7_original_P,7,original_P,0,easy,0,3000700000,0,0.38523581624031067,1.0,0.04347289726138115,1.0,1.4172325134277344,0.0,3.209853410720825,0.0,1.7304956912994385,1.4810081720352173,14.690877914428711,0.0031250000465661287,5,True,1.7304282188415527,0.04590899497270584,0.17339935898780823,3.2153167724609375,24.911184310913086,True,True,0.029249373823404312,True,True,2.2317841053009033,2.0322728157043457,17.863723754882812,0.0062500000931322575,4,True,2.2315845489501953,0.11164826899766922,0.4216981530189514,3.465735912322998,32.0,True,True,0.09013784676790237,True,True
seed7_original_P,7,original_P,0,easy,0,3000700000,1,0.007004704792052507,1.0,0.03651003912091255,1.0,8.439177513122559,0.0,8.98732852935791,0.0,4.336579322814941,3.9481582641601562,18.282726287841797,0.05000000074505806,1,True,4.3349080085754395,0.9141362905502319,2.6048173904418945,3.2013187408447266,24.564905166625977,True,True,0.7158598899841309,True,True,5.148319244384766,3.2839818000793457,21.669647216796875,0.05000000074505806,1,True,5.145971298217773,1.0834823846817017,3.0873665809631348,3.465735912322998,32.0,True,True,0.8471011519432068,True,True
seed7_original_P,7,original_P,0,easy,0,3000700000,2,0.0055976309813559055,1.0,0.035070355981588364,1.0,6.394989967346191,0.0,9.821064949035645,0.0,4.265878200531006,3.2011756896972656,20.00543785095215,0.02500000037252903,2,True,4.264877796173096,0.5001359581947327,1.5238724946975708,3.1762237548828125,23.956117630004883,True,True,0.39307737350463867,True,True,4.935544967651367,3.6284019947052,23.610591888427734,0.05000000074505806,1,True,4.93275785446167,1.1805295944213867,3.596975088119507,3.465735912322998,32.0,True,True,0.9241182804107666,True,True
seed7_original_P,7,original_P,0,easy,0,3000700000,3,0.816466748714447,0.0,0.08036994934082031,1.0,0.9912104606628418,1.0,1.2933785915374756,0.0,1.5916249752044678,1.396234393119812,10.325024604797363,0.0031250000465661287,5,True,1.591591715812683,0.03226570039987564,0.1363530158996582,3.1787121295928955,24.015804290771484,True,True,0.044433385133743286,True,True,1.877982497215271,1.5261175632476807,14.815937042236328,0.0031250000465661287,5,True,1.8779139518737793,0.046299807727336884,0.19566036760807037,3.465735912322998,32.0,True,True,0.09177890419960022,True,True
seed7_original_P,7,original_P,0,easy,0,3000700000,4,0.004242705646902323,1.0,0.032149896025657654,1.0,9.49137020111084,0.0,9.860529899597168,0.0,4.619541168212891,4.175581455230713,21.446386337280273,0.05000000074505806,1,True,4.617241382598877,1.0723192691802979,3.3351268768310547,3.1839020252227783,24.14076805114746,True,True,0.9463905692100525,True,True,5.073917388916016,3.7376208305358887,23.855850219726562,0.05000000074505806,1,True,5.071072101593018,1.192792534828186,3.7098228931427,3.465735912322998,32.0,True,True,0.9189866185188293,True,True
seed7_original_P,7,original_P,0,easy,0,3000700000,5,0.005410314071923494,1.0,0.03153592348098755,1.0,7.896075248718262,0.0,8.802635192871094,0.0,4.208930015563965,3.9481492042541504,16.879194259643555,0.05000000074505806,1,True,4.207505702972412,0.8439598083496094,2.3670573234558105,3.0924124717712402,22.030160903930664,True,True,0.6484063267707825,True,True,5.232568740844727,3.2633140087127686,21.20412254333496,0.05000000074505806,1,True,5.230320453643799,1.0602061748504639,2.9735641479492188,3.465735912322998,32.0,True,True,0.5844269394874573,True,True
seed7_original_P,7,original_P,0,easy,0,3000700000,6,0.004029014613479376,1.0,0.02700582891702652,1.0,8.658721923828125,0.0,9.234697341918945,0.0,4.567514419555664,4.048656940460205,19.12481117248535,0.05000000074505806,1,True,4.565685749053955,0.9562406539916992,2.82568097114563,3.1611366271972656,23.597402572631836,True,True,0.7306351661682129,True,True,5.258894443511963,3.50374698638916,22.310924530029297,0.05000000074505806,1,True,5.256405353546143,1.1155462265014648,3.296427011489868,3.465735912322998,32.0,True,True,0.6113004088401794,True,True
seed7_original_P,7,original_P,0,easy,0,3000700000,7,0.7640559077262878,1.0,0.08852306753396988,1.0,1.6772034168243408,0.0,1.2846405506134033,0.0,1.4613044261932373,1.4484248161315918,7.558869361877441,0.0062500000931322575,4,True,1.461268663406372,0.04724293202161789,0.18405663967132568,3.251030921936035,25.816940307617188,True,True,0.06083204969763756,True,True,1.8011295795440674,1.5220129489898682,12.759188652038574,0.0031250000465661287,5,True,1.8010786771774292,0.039872463792562485,0.15534158051013947,3.465735912322998,32.0,True,True,0.06447476893663406,True,True
seed7_original_P,7,original_P,0,easy,1,3000700001,0,0.0013079430209472775,1.0,0.0038006706163287163,1.0,3.6079602241516113,0.0,6.887302875518799,0.0,2.978692054748535,2.7813124656677246,9.273116111755371,0.05000000074505806,1,True,2.978262186050415,0.4636557996273041,1.2712171077728271,2.7888598442077637,16.262466430664062,True,True,0.31829923391342163,True,True,5.654218673706055,3.0686118602752686,17.6855525970459,0.05000000074505806,1,True,5.652654647827148,0.8842777013778687,2.4244470596313477,3.465735912322998,32.0,True,True,0.48396986722946167,True,True
seed7_original_P,7,original_P,0,easy,1,3000700001,1,0.003630239749327302,1.0,0.007268414366990328,1.0,1.4071471691131592,0.0,7.609522819519043,0.0,2.9952147006988525,1.522679328918457,10.643961906433105,0.02500000037252903,2,True,2.99493145942688,0.26609906554222107,0.6186647415161133,2.6533141136169434,14.201024055480957,True,True,0.34532222151756287,True,True,4.789478302001953,3.5034947395324707,16.487333297729492,0.05000000074505806,1,True,4.788119316101074,0.8243666887283325,1.9166041612625122,3.465735912322998,32.0,True,True,0.40445226430892944,True,True
seed7_original_P,7,original_P,0,easy,1,3000700001,2,0.07618492841720581,1.0,0.2836076617240906,1.0,6.8081746101379395,0.0,6.962705612182617,0.0,3.10425066947937,2.6749446392059326,18.566242218017578,0.02500000037252903,2,True,3.103389024734497,0.46415606141090393,1.2290602922439575,2.781038284301758,16.135766983032227,True,True,0.3979542851448059,True,True,3.7141237258911133,2.86380672454834,19.557262420654297,0.02500000037252903,2,True,3.713167428970337,0.4889315664768219,1.2946645021438599,3.465735912322998,32.0,True,True,0.39090409874916077,True,True
seed7_original_P,7,original_P,0,easy,1,3000700001,3,0.07591015845537186,1.0,0.23034535348415375,1.0,7.736364364624023,0.0,6.052309989929199,0.0,3.024747848510742,2.8671071529388428,15.089566230773926,0.05000000074505806,1,True,3.0236093997955322,0.7544783353805542,1.710798978805542,2.898749351501465,18.151430130004883,True,True,0.6794520616531372,True,True,3.3584437370300293,2.755333423614502,17.026430130004883,0.02500000037252903,2,True,3.3577189445495605,0.42566075921058655,0.9651966691017151,3.465735912322998,32.0,True,True,0.318853497505188,True,True
seed7_original_P,7,original_P,0,easy,1,3000700001,4,0.0396905243396759,1.0,0.1341361403465271,1.0,8.026450157165527,0.0,6.421353340148926,0.0,3.2269959449768066,2.911170482635498,16.591449737548828,0.05000000074505806,1,True,3.2256195545196533,0.8295724391937256,1.9802168607711792,2.877040386199951,17.761627197265625,True,True,0.7240849733352661,True,True,3.5663270950317383,2.8373022079467773,18.394968032836914,0.02500000037252903,2,True,3.565481185913086,0.4598742425441742,1.097735047340393,3.465735912322998,32.0,True,True,0.32441940903663635,True,True
seed7_original_P,7,original_P,0,easy,1,3000700001,5,0.06719868630170822,1.0,0.24441178143024445,1.0,6.645944595336914,0.0,4.320970058441162,0.0,3.069265842437744,2.6882333755493164,18.478578567504883,0.02500000037252903,2,True,3.0684123039245605,0.4619644582271576,1.2570006847381592,2.89786696434021,18.135419845581055,True,True,0.38147786259651184,True,True,3.3133695125579834,2.2894504070281982,20.60976791381836,0.012500000186264515,3,True,3.312838554382324,0.257622092962265,0.7009871602058411,3.465735912322998,32.0,True,True,0.18308860063552856,True,True
seed7_original_P,7,original_P,0,easy,1,3000700001,6,0.08152925968170166,1.0,0.3034725487232208,1.0,5.896881580352783,0.0,6.70400857925415,0.0,2.9367856979370117,2.3495891094207764,17.08962059020996,0.02500000037252903,2,True,2.9360556602478027,0.4272405207157135,1.1030175685882568,2.901170492172241,18.195430755615234,True,True,0.3769761025905609,True,True,3.5780534744262695,2.651874542236328,19.11147689819336,0.02500000037252903,2,True,3.5771403312683105,0.47778692841529846,1.233514428138733,3.465735912322998,32.0,True,True,0.40111517906188965,True,True
seed7_original_P,7,original_P,0,easy,1,3000700001,7,0.07989869266748428,1.0,0.2637813687324524,1.0,5.522662162780762,0.0,7.019278526306152,0.0,3.003535509109497,2.3465588092803955,16.323312759399414,0.02500000037252903,2,True,3.0028693675994873,0.40808287262916565,1.0033186674118042,2.903085231781006,18.230304718017578,True,True,0.34562280774116516,True,True,3.3585331439971924,3.089869976043701,18.389694213867188,0.02500000037252903,2,True,3.3576877117156982,0.45974236726760864,1.1303294897079468,3.465735912322998,32.0,True,True,0.354313462972641,True,True
seed7_original_P,7,original_P,0,easy,2,3000700002,0,0.031202858313918114,1.0,0.023714711889624596,1.0,12.272964477539062,0.0,3.7609126567840576,0.0,4.4669413566589355,3.1789164543151855,28.419235229492188,0.05000000074505806,1,True,4.462903022766113,1.420961856842041,3.9573028087615967,2.9367003440856934,18.853534698486328,True,True,0.6317031383514404,True,True,3.2717819213867188,2.052522659301758,20.231510162353516,0.012500000186264515,3,True,3.271270275115967,0.2528938949108124,0.7042959928512573,3.465735912322998,32.0,True,True,0.11187510937452316,True,True
seed7_original_P,7,original_P,0,easy,2,3000700002,1,0.333984375,1.0,0.1525014340877533,1.0,2.7474145889282227,0.0,2.808624505996704,0.0,2.688455581665039,1.6122009754180908,21.32866096496582,0.0062500000931322575,4,True,2.688171148300171,0.13330413401126862,0.4853084683418274,3.24424409866333,25.64232063293457,True,True,0.12163089960813522,True,True,2.47420072555542,1.6510909795761108,19.853147506713867,0.0062500000931322575,4,True,2.473954439163208,0.12408217042684555,0.45173490047454834,3.465735912322998,32.0,True,True,0.10577614605426788,True,True
seed7_original_P,7,original_P,0,easy,2,3000700002,2,0.16576440632343292,1.0,0.15757769346237183,1.0,3.784738779067993,0.0,3.2424402236938477,0.0,2.648512601852417,1.8643391132354736,25.336713790893555,0.0062500000931322575,4,True,2.648111343383789,0.15835446119308472,0.5468109250068665,3.112102508544922,22.468233108520508,True,True,0.1679534912109375,True,True,2.4068315029144287,1.7801666259765625,22.611156463623047,0.0062500000931322575,4,True,2.4065120220184326,0.14131973683834076,0.4879886209964752,3.465735912322998,32.0,True,True,0.18343202769756317,True,True
