state_id,seed,branch,step,regime,episode_seed,query_index,query_entropy,query_max_probability,query_probability_gap,query_js,representation_displacement,prediction_changed,delta_max_probability,delta_entropy,delta_probability_gap,before_nll,after_nll,delta_nll,before_accuracy,after_accuracy,delta_accuracy,harm,harm_gt_005,transition,nll_direction,oracle_uses_C2,oracle_nll,oracle_accuracy
seed7_original_P,7,original_P,0,easy,20070000,0,0.8449380543416535,0.7020918130874634,0.4895910918712616,0.053076396777294255,0.21105291480253846,0,0.18692028522491455,-0.39898484219439523,0.331019751727581,0.3536910956344348,0.11764443466052009,-0.2360466609739147,1,1,0,False,False,correct->correct,improved,True,0.11764443466052009,1
seed7_original_P,7,original_P,0,easy,20070000,1,0.4942604509800641,0.8810999393463135,0.836115974932909,0.015619998115080917,0.20131445081160645,0,0.04720717668533325,-0.1882579960233174,0.03592396900057793,0.12658422094805089,0.0743926569462035,-0.05219156400184738,1,1,0,False,False,correct->correct,improved,True,0.0743926569462035,1
seed7_original_P,7,original_P,0,easy,20070000,2,1.1073935320994208,0.5827665328979492,0.38725656270980835,0.03759438892929279,0.1502767604574314,0,0.1803443431854248,-0.3784405053935641,0.20790505409240723,0.5399686309874537,0.27035194228729775,-0.269616688700156,1,1,0,False,False,correct->correct,improved,True,0.27035194228729775,1
seed7_original_P,7,original_P,0,easy,20070000,3,0.39112959864151564,0.9127795100212097,0.8782343938946724,0.009611563135836197,0.19881503674685302,0,0.018001317977905273,-0.10382922579516146,-0.006588850170373917,0.09126092807753039,0.0717314451027045,-0.019529482974825887,1,1,0,False,False,correct->correct,improved,True,0.0717314451027045,1
seed7_original_P,7,original_P,0,easy,20070000,4,0.3279994224521258,0.9298755526542664,0.9011490810662508,0.010068229282763892,0.20651586031130895,0,0.03456205129623413,-0.14690385091535463,0.03741208277642727,0.07270451613902561,0.03621014136716623,-0.03649437477185938,1,1,0,False,False,correct->correct,improved,True,0.03621014136716623,1
seed7_original_P,7,original_P,0,easy,20070000,5,0.9934753105817895,0.46416500210762024,0.019661784172058105,0.10340924288649785,0.20951741239333307,0,0.3515532910823822,-0.3452201614128839,0.70919319242239,0.7675151819788567,0.20368621255707764,-0.5638289694217791,1,1,0,False,False,correct->correct,improved,True,0.20368621255707764,1
seed7_original_P,7,original_P,0,easy,20070000,6,1.0690622528303737,0.5565685629844666,0.25928276777267456,0.04758956826285648,0.14019020299964913,0,0.24052578210830688,-0.37075876425478393,0.445463128387928,0.5859649119301511,0.22678223192448035,-0.3591826800056708,1,1,0,False,False,correct->correct,improved,True,0.22678223192448035,1
seed7_original_P,7,original_P,0,easy,20070000,7,0.9969243599523303,0.6599919199943542,0.502853274345398,0.028844425609249928,0.13850031547905137,0,0.15441620349884033,-0.36156407420637526,0.18835235387086868,0.41552768646940164,0.205293658415889,-0.21023402805351263,1,1,0,False,False,correct->correct,improved,True,0.205293658415889,1
seed7_original_P,7,original_P,0,easy,20070001,0,1.0949210656533594,0.39434370398521423,0.012175291776657104,0.07135241355878023,0.22110088450814366,1,0.3385467231273651,-0.30553355984128605,0.536483570933342,0.9618938978741259,0.3107590737912796,-0.6511348240828463,0,1,1,False,False,wrong->correct,improved,True,0.3107590737912796,1
seed7_original_P,7,original_P,0,easy,20070001,1,0.9115559726940119,0.5399088263511658,0.1462530493736267,0.13059996133305382,0.37895550496172736,0,0.379400372505188,-0.5774831112409546,0.7141231596469879,0.6163549937693434,0.08413276179204249,-0.5322222319773009,1,1,0,False,False,correct->correct,improved,True,0.08413276179204249,1
seed7_original_P,7,original_P,0,easy,20070001,2,1.0844667900889247,0.4732193648815155,0.18354493379592896,0.08508582739169422,0.2152783927599894,1,0.19766852259635925,-0.1543910437623558,0.3160431832075119,1.2389976380757854,0.39915323871567526,-0.8398443993601101,0,1,1,False,False,wrong->correct,improved,True,0.39915323871567526,1
seed7_original_P,7,original_P,0,easy,20070001,3,1.0568011399367216,0.504141092300415,0.23831790685653687,0.07481593464373797,0.20441138577284632,1,0.07704222202301025,-0.030257501847524404,0.12143345177173615,1.4882849780452185,0.5426890567080566,-0.945595921337162,0,1,1,False,False,wrong->correct,improved,True,0.5426890567080566,1
seed7_original_P,7,original_P,0,easy,20070001,4,1.1075631860047441,0.4180782437324524,0.10908845067024231,0.0693965143744707,0.19537035896959914,1,0.24057573080062866,-0.17414995378256337,0.3860521614551544,1.1744470347910978,0.41755695896167294,-0.7568900758294248,0,1,1,False,False,wrong->correct,improved,True,0.41755695896167294,1
seed7_original_P,7,original_P,0,easy,20070001,5,0.22651244703464063,0.9523022770881653,0.9169349670410156,0.23695968560577216,0.35413325470567186,1,-0.3637005686759949,0.6545083515325312,-0.6683062016963959,3.3419673304761823,0.5300055406858379,-2.8119617897903444,0,1,1,False,False,wrong->correct,improved,True,0.5300055406858379,1
seed7_original_P,7,original_P,0,easy,20070001,6,0.4813335179912348,0.8697071671485901,0.7711975052952766,0.3015863382334408,0.3650926974839353,1,-0.09038126468658447,0.21018654685737126,-0.1385716274380684,2.3176006457332368,0.2493259605712967,-2.0682746851619402,0,1,1,False,False,wrong->correct,improved,True,0.2493259605712967,1
seed7_original_P,7,original_P,0,easy,20070001,7,1.1085225825828555,0.4055902659893036,0.09964534640312195,0.06415240370891935,0.1899977567439172,1,0.21548393368721008,-0.13489281988729107,0.32660314440727234,1.2575325038551886,0.47630472000514307,-0.7812277838500454,0,1,1,False,False,wrong->correct,improved,True,0.47630472000514307,1
seed7_original_P,7,original_P,0,easy,20070002,0,0.5285709146643036,0.8521364331245422,0.7776378989219666,0.037102908825918116,0.5220375254701932,0,0.13400870561599731,-0.44240759341384356,0.20021665189415216,0.16000863219742129,0.01395173567827423,-0.14605689651914705,1,1,0,False,False,correct->correct,improved,True,0.01395173567827423,1
seed7_original_P,7,original_P,0,easy,20070002,1,0.7735404051393497,0.7383232712745667,0.587643176317215,0.0792338594644435,0.7961571445222878,0,0.17136889696121216,-0.40478661926087284,0.25512026250362396,0.30337351333443807,0.09464901336367776,-0.2087244999707603,1,1,0,False,False,correct->correct,improved,True,0.09464901336367776,1
