state_id,seed,branch,step,regime,primary_unique,index,episode_seed,vocabulary_ids,query_ids,labels,query_entropy,query_max_probability,query_probability_gap,assignment_entropy,assignment_probability_gap,inner_loss_before,gradient_norm,chosen_eta,backtracking_trials,normalized_update,representation_shift,relative_inner_reduction,query_js,prediction_changed_fraction,before_accuracy,after_accuracy,before_nll,after_nll,delta_nll,delta_accuracy,harm,harm_gt_005,drift_W0,drift_key,drift_query,drift_total
seed7_original_P,7,original_P,0,easy,True,0,20070000,"[97, 80, 106, 111]","[80, 80, 106, 80, 80, 80, 106, 106]","[1, 1, 2, 1, 1, 1, 2, 2]",0.7781479358673096,0.7111673355102539,0.5342681407928467,1.2149921655654907,0.2109116017818451,1.7085630893707275,9.0675048828125,0.0062500000931322575,4.0,0.008513942163385283,0.16317063570022583,0.06176885401294389,0.03822673112154007,0.0,1.0,1.0,0.36915212869644165,0.15076158940792084,-0.2183905392885208,0.0,False,False,0.0,0.0,0.0,0.0
seed7_original_P,7,original_P,0,easy,True,1,20070001,"[85, 117, 100, 90]","[100, 85, 100, 100, 100, 85, 85, 100]","[2, 0, 2, 2, 2, 0, 0, 2]",0.8839595913887024,0.5696613788604736,0.3096446692943573,1.149975061416626,0.25714772939682007,2.2448740005493164,14.668184280395508,0.0062500000931322575,4.0,0.013772706681369136,0.26985496282577515,0.21403925620264042,0.1292436122894287,0.875,0.125,1.0,1.5496349334716797,0.37624090909957886,-1.1733940243721008,0.875,False,False,0.0,0.0,0.0,0.0
seed7_original_P,7,original_P,0,easy,True,2,20070002,"[89, 111, 108, 91]","[91, 89, 89, 89, 89, 89, 91, 91]","[3, 0, 0, 0, 0, 0, 3, 3]",0.5881537199020386,0.786360502243042,0.6249468326568604,1.1307778358459473,0.30262649059295654,1.9562969207763672,8.248623847961426,0.02500000037252903,2.0,0.030980211108487754,0.5811606645584106,0.039782316413850494,0.1524992287158966,0.375,0.625,1.0,0.7025647759437561,0.08015169203281403,-0.6224130839109421,0.375,False,False,0.0,0.0,0.0,0.0
seed7_original_P,7,original_P,0,easy,True,3,20070003,"[115, 98, 82, 104]","[98, 98, 98, 115, 115, 98, 115, 115]","[1, 1, 1, 0, 0, 1, 0, 0]",0.04783368855714798,0.9927663207054138,0.9876563549041748,1.111783742904663,0.26483315229415894,1.73317289352417,9.797369003295898,0.0062500000931322575,4.0,0.009199248257983733,0.18058720231056213,0.02646629306683679,0.0011234164703637362,0.0,1.0,1.0,0.007265235297381878,0.012300100177526474,0.005034864880144596,0.0,True,False,0.0,0.0,0.0,0.0
seed7_original_P,7,original_P,0,easy,True,4,20070004,"[117, 107, 95, 82]","[107, 95, 95, 95, 95, 107, 107, 95]","[1, 2, 2, 2, 2, 1, 1, 2]",0.8972619771957397,0.5892043113708496,0.2571353316307068,1.233364462852478,0.22147712111473083,2.330930233001709,17.243022918701172,0.0062500000931322575,4.0,0.016190351168134328,0.31803789734840393,0.19922468171539318,0.11530711501836777,0.125,0.875,1.0,0.5717674493789673,0.13891899585723877,-0.4328484535217285,0.125,False,False,0.0,0.0,0.0,0.0
seed7_original_P,7,original_P,0,easy,True,5,20070005,"[102, 118, 84, 95]","[102, 118, 118, 118, 102, 118, 118, 118]","[0, 1, 1, 1, 0, 1, 1, 1]",0.30305877327919006,0.8822752237319946,0.8159875273704529,1.181220293045044,0.23509308695793152,2.0939269065856934,16.410226821899414,0.0062500000931322575,4.0,0.015408397677621597,0.3074609935283661,0.11254023026977855,0.031205972656607628,0.0,1.0,1.0,0.15985138714313507,0.11271939426660538,-0.047131992876529694,0.0,False,False,0.0,0.0,0.0,0.0
seed7_original_P,7,original_P,0,easy,True,6,20070006,"[82, 105, 110, 98]","[98, 82, 82, 82, 98, 98, 98, 82]","[3, 0, 0, 0, 3, 3, 3, 0]",0.39481624960899353,0.8121668100357056,0.6399638652801514,1.1723101139068604,0.1383960247039795,1.944533348083496,10.478592872619629,0.0062500000931322575,4.0,0.009838883994737554,0.1897609829902649,0.16801802950568384,0.03750647231936455,0.125,0.875,1.0,0.2619529962539673,0.08829950541257858,-0.1736534908413887,0.125,False,False,0.0,0.0,0.0,0.0
seed7_original_P,7,original_P,0,easy,True,7,20070007,"[98, 81, 106, 116]","[81, 81, 116, 116, 116, 116, 116, 81]","[1, 1, 3, 3, 3, 3, 3, 1]",0.42081010341644287,0.8673350811004639,0.7847256660461426,1.2042549848556519,0.21515147387981415,1.7253512144088745,5.132192134857178,0.02500000037252903,2.0,0.01927550573412197,0.36459797620773315,0.07375355784563095,0.0945722684264183,0.25,1.0,0.75,0.1625700443983078,0.6899482011795044,0.5273781567811966,-0.25,True,True,0.0,0.0,0.0,0.0
seed7_original_P,7,original_P,0,easy,True,8,20070008,"[111, 96, 89, 102]","[111, 111, 96, 96, 96, 96, 96, 96]","[0, 0, 1, 1, 1, 1, 1, 1]",0.11174536496400833,0.9785097241401672,0.9645776748657227,1.206407070159912,0.2067195028066635,1.657945156097412,7.304598808288574,0.0062500000931322575,4.0,0.006858659767854488,0.13459892570972443,0.02048360882757655,0.002016847487539053,0.0,1.0,1.0,0.021917030215263367,0.016600631177425385,-0.005316399037837982,0.0,False,False,0.0,0.0,0.0,0.0
seed7_original_P,7,original_P,0,easy,True,9,20070009,"[97, 109, 110, 84]","[110, 110, 110, 109, 110, 110, 109, 109]","[2, 2, 2, 1, 2, 2, 1, 1]",0.3680502772331238,0.8208271861076355,0.6634105443954468,1.118571400642395,0.2493164837360382,1.7190947532653809,6.590079307556152,0.0062500000931322575,4.0,0.00618776095748223,0.12134367972612381,0.025613259502986735,0.008352993987500668,0.25,0.75,1.0,0.3396763801574707,0.1971985250711441,-0.1424778550863266,0.25,False,False,0.0,0.0,0.0,0.0
seed7_original_P,7,original_P,0,easy,True,10,20070010,"[109, 118, 85, 91]","[85, 85, 109, 109, 109, 85, 109, 109]","[2, 2, 0, 0, 0, 2, 0, 0]",0.6635156869888306,0.6778141856193542,0.39222240447998047,1.2067559957504272,0.1276777684688568,2.0033955574035645,13.624879837036133,0.0062500000931322575,4.0,0.012793091944786575,0.2452361136674881,0.15390028383219437,0.11047904193401337,0.625,0.375,1.0,1.4866241216659546,0.39132770895957947,-1.0952964127063751,0.625,False,False,0.0,0.0,0.0,0.0
seed7_original_P,7,original_P,0,easy,True,11,20070011,"[94, 86, 105, 114]","[94, 94, 105, 105, 94, 94, 94, 94]","[0, 0, 2, 2, 0, 0, 0, 0]",0.7286467552185059,0.6773045063018799,0.41096368432044983,1.2307987213134766,0.16613155603408813,2.3830337524414062,23.212791442871094,0.0062500000931322575,4.0,0.02179567179056667,0.4280230700969696,0.2935287330837029,0.16168919205665588,0.5,0.5,0.875,0.9603432416915894,0.22937633097171783,-0.7309669107198715,0.375,False,False,0.0,0.0,0.0,0.0
